key,comp_level,set_number,match_number,team_key,r1,r2,r3,b1,b2,b3,alliance,scout_Init,a_startPos,a_hit,a_Climb,a_sideClimb,a_scoringTime,a_scoringTime_segments,a_ferryTime,a_ferryTime_segments,a_planner,time_broken,t_scoringTime,t_scoringTime_segments,t_NZferryTime,t_NZferryTime_segments,t_OZferryTime,t_OZferryTime_segments,time_beached,end_Climb,end_sideClimb,t_Defense,a_Notes,active_Notes,inactive_Notes,end_Notes
2026orwil_qm20,qm,1,20,frc3673,frc957,frc3673,frc2374,frc9613,frc9600,frc2915,red,Ch,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0.101,"{""version"":1,""segments"":[{""start"":1773526666009,""stop"":1773526666110}]}",3.37,"{""version"":1,""segments"":[{""start"":1773526596553,""stop"":1773526597123},{""start"":1773526626017,""stop"":1773526627097},{""start"":1773526666928,""stop"":1773526667599},{""start"":1773526694657,""stop"":1773526695706}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],didn't do anything,collected a little fuel didn't score,collected a little fuel tried ferrying,didn't do anything
2026orwil_qm20,qm,1,20,frc2374,frc957,frc3673,frc2374,frc9613,frc9600,frc2915,red,GK,outpostWall5,0,0,0,4.245,"{""version"":1,""segments"":[{""start"":1773526549062,""stop"":1773526553037},{""start"":1773526557532,""stop"":1773526557802}]}",0,"{""version"":1,""segments"":[]}",Auto 1,14.799999999999963,12.657,"{""version"":1,""segments"":[{""start"":1773526602656,""stop"":1773526608639},{""start"":1773526609016,""stop"":1773526609306},{""start"":1773526615049,""stop"":1773526619826},{""start"":1773526620299,""stop"":1773526621906}]}",0,"{""version"":1,""segments"":[]}",3.632,"{""version"":1,""segments"":[{""start"":1773526576287,""stop"":1773526577289},{""start"":1773526590920,""stop"":1773526592834},{""start"":1773526597796,""stop"":1773526598512}]}",33.90000000000021,0,0,"[""NZ""]",Was scoring in the goal,"when collecting, was collecting pretty fast, and was shooting fast","Was stuck on fuel, then stuck on the bump.",got stuck on a bump.
2026orwil_qm20,qm,1,20,frc9613,frc957,frc3673,frc2374,frc9613,frc9600,frc2915,blue,VA,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,69.10000000000035,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",55.70000000000052,0,0,[],Did not move,broken,broken,did not score or make a point
2026orwil_qm20,qm,1,20,frc9600,frc957,frc3673,frc2374,frc9613,frc9600,frc2915,blue,YA,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0,"{""version"":1,""segments"":[]}",1.234,"{""version"":1,""segments"":[{""start"":1773526645849,""stop"":1773526647083}]}",6.484,"{""version"":1,""segments"":[{""start"":1773526667213,""stop"":1773526670749},{""start"":1773526679035,""stop"":1773526681983}]}",0,0,0,"[""NZ""]",moved back but didn't do anything,"doesnt have a good intake, collected balls but wasn't shotting them that much",,"didn't really score throughout whole game, and when it did shoot it either shot to the other team or outside. "
2026orwil_qm20,qm,1,20,frc2915,frc957,frc3673,frc2374,frc9613,frc9600,frc2915,blue,AE,outpostWall5,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,4.106,"{""version"":1,""segments"":[{""start"":1773526573499,""stop"":1773526574636},{""start"":1773526574744,""stop"":1773526574753},{""start"":1773526577939,""stop"":1773526580899}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,10,1,"[""NZ"",""OZ""]",stayed still,shot a little with fuel from auto. Intake didn't work but they ferried by pushing fuel,defense and ferrying,climbed then stayed up for whole endgame
2026orwil_qm21,qm,1,21,frc7034,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,red,AB,depotWall1,0,0,0,3.527,"{""version"":1,""segments"":[{""start"":1773527012874,""stop"":1773527013120},{""start"":1773527013688,""stop"":1773527016969}]}",1.555,"{""version"":1,""segments"":[{""start"":1773527005764,""stop"":1773527007319}]}",,0,29.996,"{""version"":1,""segments"":[{""start"":1773527028305,""stop"":1773527030203},{""start"":1773527030428,""stop"":1773527035367},{""start"":1773527035995,""stop"":1773527036107},{""start"":1773527048907,""stop"":1773527049365},{""start"":1773527049831,""stop"":1773527050892},{""start"":1773527050925,""stop"":1773527051103},{""start"":1773527056738,""stop"":1773527058078},{""start"":1773527058805,""stop"":1773527059020},{""start"":1773527059401,""stop"":1773527060561},{""start"":1773527060710,""stop"":1773527060890},{""start"":1773527061485,""stop"":1773527062197},{""start"":1773527062261,""stop"":1773527062428},{""start"":1773527084924,""stop"":1773527086270},{""start"":1773527091501,""stop"":1773527092017},{""start"":1773527092954,""stop"":1773527093239},{""start"":1773527097629,""stop"":1773527098014},{""start"":1773527099101,""stop"":1773527100558},{""start"":1773527109095,""stop"":1773527109460},{""start"":1773527110538,""stop"":1773527111072},{""start"":1773527136642,""stop"":1773527137256},{""start"":1773527138334,""stop"":1773527138668},{""start"":1773527138778,""stop"":1773527143606},{""start"":1773527155919,""stop"":1773527157374},{""start"":1773527157931,""stop"":1773527158573},{""start"":1773527158643,""stop"":1773527159334},{""start"":1773527159771,""stop"":1773527162059},{""start"":1773527162287,""stop"":1773527162960},{""start"":1773527163225,""stop"":1773527164388}]}",5.133,"{""version"":1,""segments"":[{""start"":1773527037370,""stop"":1773527037658},{""start"":1773527039013,""stop"":1773527039232},{""start"":1773527039459,""stop"":1773527039499},{""start"":1773527042840,""stop"":1773527042980},{""start"":1773527043033,""stop"":1773527043368},{""start"":1773527043521,""stop"":1773527043599},{""start"":1773527043700,""stop"":1773527043808},{""start"":1773527043920,""stop"":1773527043999},{""start"":1773527044100,""stop"":1773527044219},{""start"":1773527044319,""stop"":1773527044418},{""start"":1773527052088,""stop"":1773527052154},{""start"":1773527052354,""stop"":1773527052673},{""start"":1773527052834,""stop"":1773527052933},{""start"":1773527053066,""stop"":1773527053193},{""start"":1773527053421,""stop"":1773527053512},{""start"":1773527053633,""stop"":1773527053712},{""start"":1773527053906,""stop"":1773527054252},{""start"":1773527054940,""stop"":1773527055011},{""start"":1773527056149,""stop"":1773527056402},{""start"":1773527079575,""stop"":1773527081752}]}",0.186,"{""version"":1,""segments"":[{""start"":1773527133862,""stop"":1773527134048}]}",0,0,0,"[""AZ""]",Scored a went and collected more scored,Shot a lot in picked them up relatively efficiently ,pushed a lot of fuel into its alliance zone,shot more fuel in didn't climb
2026orwil_qm21,qm,1,21,frc2550,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,red,SH,outpost4,0,0,0,11.988,"{""version"":1,""segments"":[{""start"":1773527004287,""stop"":1773527016275}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,14.247,"{""version"":1,""segments"":[{""start"":1773527090390,""stop"":1773527091247},{""start"":1773527091946,""stop"":1773527103826},{""start"":1773527136387,""stop"":1773527137897}]}",8.524,"{""version"":1,""segments"":[{""start"":1773527025078,""stop"":1773527025778},{""start"":1773527032248,""stop"":1773527035895},{""start"":1773527089040,""stop"":1773527090200},{""start"":1773527132820,""stop"":1773527135837}]}",50.637,"{""version"":1,""segments"":[{""start"":1773527049786,""stop"":1773527056505},{""start"":1773527061586,""stop"":1773527086473},{""start"":1773527111670,""stop"":1773527130701}]}",0,0,0,[],it shot but didn't move that much,it m,It mainly gathered and intook,tried to climb but ended up falling and not being able to finish
2026orwil_qm21,qm,1,21,frc5970,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,red,GK,outpostWall5,0,0,0,1.082,"{""version"":1,""segments"":[{""start"":1773527027576,""stop"":1773527028658}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",103.69999999999838,,,,Was collecting fuel and shooting,"was collecting fuel fast, then got beached ","was beached at a bump, and was beached until the end of the round","was beached, was not able to climb"
2026orwil_qm21,qm,1,21,frc1595,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,blue,MV,outpostWall5,0,0,0,10.132,"{""version"":1,""segments"":[{""start"":1773527013069,""stop"":1773527023201}]}",7.194,"{""version"":1,""segments"":[{""start"":1773527004405,""stop"":1773527011599}]}",,0,50.919,"{""version"":1,""segments"":[{""start"":1773527031717,""stop"":1773527034875},{""start"":1773527060777,""stop"":1773527075834},{""start"":1773527076009,""stop"":1773527076049},{""start"":1773527077271,""stop"":1773527084158},{""start"":1773527110551,""stop"":1773527125884},{""start"":1773527132197,""stop"":1773527136421},{""start"":1773527156233,""stop"":1773527162453}]}",5.104,"{""version"":1,""segments"":[{""start"":1773527097191,""stop"":1773527098519},{""start"":1773527105580,""stop"":1773527109356}]}",7.575,"{""version"":1,""segments"":[{""start"":1773527045875,""stop"":1773527053450}]}",0,0,0,[],They move pretty fast and are efficient,they shot a lot but their accuracy wasn't the best,"it gathered a lot of balls, it can hold a lot",it kept shooting
2026orwil_qm21,qm,1,21,frc6831,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,blue,LH,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,10.233,"{""version"":1,""segments"":[{""start"":1773527022312,""stop"":1773527022971},{""start"":1773527023786,""stop"":1773527025870},{""start"":1773527026559,""stop"":1773527031626},{""start"":1773527077221,""stop"":1773527077619},{""start"":1773527158101,""stop"":1773527160126}]}",0,"{""version"":1,""segments"":[]}",1.645,"{""version"":1,""segments"":[{""start"":1773527144314,""stop"":1773527144411},{""start"":1773527145021,""stop"":1773527146569}]}",14.599999999999964,0,0,"[""NZ""]","moved, did not shoot","got beached temp
Shot at a slow rate (5-8 fuel)
","Did some defense 
Did some ferrying",Shot at slow rate (3 fuel)
2026orwil_qm21,qm,1,21,frc6696,frc7034,frc2550,frc5970,frc1595,frc6831,frc6696,blue,EM,depot2,0,0,0,4.601,"{""version"":1,""segments"":[{""start"":1773527007517,""stop"":1773527011968},{""start"":1773527012089,""stop"":1773527012239}]}",0,"{""version"":1,""segments"":[]}",,0,26.818,"{""version"":1,""segments"":[{""start"":1773527032043,""stop"":1773527034924},{""start"":1773527043004,""stop"":1773527043778},{""start"":1773527058611,""stop"":1773527064524},{""start"":1773527070222,""stop"":1773527074880},{""start"":1773527080672,""stop"":1773527081034},{""start"":1773527081438,""stop"":1773527082102},{""start"":1773527083237,""stop"":1773527083269},{""start"":1773527109082,""stop"":1773527109458},{""start"":1773527111262,""stop"":1773527111951},{""start"":1773527112211,""stop"":1773527116863},{""start"":1773527117381,""stop"":1773527117635},{""start"":1773527117882,""stop"":1773527118398},{""start"":1773527123824,""stop"":1773527124135},{""start"":1773527124591,""stop"":1773527125009},{""start"":1773527125459,""stop"":1773527125827},{""start"":1773527125879,""stop"":1773527126139},{""start"":1773527135315,""stop"":1773527135594},{""start"":1773527158051,""stop"":1773527161171},{""start"":1773527163914,""stop"":1773527164205}]}",4.663,"{""version"":1,""segments"":[{""start"":1773527044063,""stop"":1773527045686},{""start"":1773527094288,""stop"":1773527097328}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],Did nothing,Collected balls and shot with out many in hopper most of the yime,ferrying into alliance,Seemed to get kinda nervous cuz it was shooting with hardly any in the hopper
2026orwil_qm22,qm,1,22,frc2990,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,red,AB,middle3,0,0,0,3.029,"{""version"":1,""segments"":[{""start"":1773527802791,""stop"":1773527805271},{""start"":1773527807330,""stop"":1773527807879}]}",0,"{""version"":1,""segments"":[]}",,0,19.01,"{""version"":1,""segments"":[{""start"":1773528175286,""stop"":1773528176663},{""start"":1773528177018,""stop"":1773528178370},{""start"":1773528180564,""stop"":1773528180888},{""start"":1773528195535,""stop"":1773528195794},{""start"":1773528195928,""stop"":1773528196253},{""start"":1773528200883,""stop"":1773528201470},{""start"":1773528201989,""stop"":1773528203018},{""start"":1773528206399,""stop"":1773528207335},{""start"":1773528207542,""stop"":1773528207945},{""start"":1773528217670,""stop"":1773528218690},{""start"":1773528225785,""stop"":1773528226141},{""start"":1773528250040,""stop"":1773528250098},{""start"":1773528251611,""stop"":1773528255963},{""start"":1773528288281,""stop"":1773528294913}]}",18.168,"{""version"":1,""segments"":[{""start"":1773527827823,""stop"":1773527828025},{""start"":1773527828134,""stop"":1773527829101},{""start"":1773528169731,""stop"":1773528169987},{""start"":1773528170055,""stop"":1773528172564},{""start"":1773528194689,""stop"":1773528195346},{""start"":1773528227119,""stop"":1773528227573},{""start"":1773528227849,""stop"":1773528228344},{""start"":1773528228742,""stop"":1773528229316},{""start"":1773528229475,""stop"":1773528229994},{""start"":1773528230155,""stop"":1773528230614},{""start"":1773528230763,""stop"":1773528231202},{""start"":1773528231833,""stop"":1773528232360},{""start"":1773528232521,""stop"":1773528232872},{""start"":1773528233097,""stop"":1773528233192},{""start"":1773528240250,""stop"":1773528240595},{""start"":1773528251272,""stop"":1773528251489},{""start"":1773528295760,""stop"":1773528304204},{""start"":1773528305716,""stop"":1773528306374}]}",9.265,"{""version"":1,""segments"":[{""start"":1773528181764,""stop"":1773528181841},{""start"":1773528183077,""stop"":1773528183283},{""start"":1773528183375,""stop"":1773528183632},{""start"":1773528186696,""stop"":1773528187049},{""start"":1773528187509,""stop"":1773528187621},{""start"":1773528191662,""stop"":1773528192115},{""start"":1773528241247,""stop"":1773528249054}]}",0,0,0,"[""AZ""]",Shot a lot in went collect then auto ended,scored a lot at first but around the end started to struggle,Pushed some into its alliance area but kept getting blocked,scored a few
2026orwil_qm22,qm,1,22,frc1540,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,red,,depotWall1,0,0,0,11.058,"{""version"":1,""segments"":[{""start"":1773527805102,""stop"":1773527808568},{""start"":1773527810488,""stop"":1773527818080}]}",1.538,"{""version"":1,""segments"":[{""start"":1773527808786,""stop"":1773527810324}]}",Auto 1,0,68.247,"{""version"":1,""segments"":[{""start"":1773528172058,""stop"":1773528174524},{""start"":1773528198721,""stop"":1773528212387},{""start"":1773528213136,""stop"":1773528219197},{""start"":1773528250499,""stop"":1773528262346},{""start"":1773528265227,""stop"":1773528269892},{""start"":1773528270524,""stop"":1773528275256},{""start"":1773528279135,""stop"":1773528303945}]}",35.055,"{""version"":1,""segments"":[{""start"":1773527825247,""stop"":1773527828034},{""start"":1773528165333,""stop"":1773528169808},{""start"":1773528170226,""stop"":1773528171756},{""start"":1773528174843,""stop"":1773528180238},{""start"":1773528219539,""stop"":1773528229838},{""start"":1773528234507,""stop"":1773528234875},{""start"":1773528241177,""stop"":1773528250139},{""start"":1773528277566,""stop"":1773528278805}]}",12.003,"{""version"":1,""segments"":[{""start"":1773528151708,""stop"":1773528151757},{""start"":1773528180537,""stop"":1773528180765},{""start"":1773528183196,""stop"":1773528185005},{""start"":1773528187588,""stop"":1773528195428},{""start"":1773528236652,""stop"":1773528238729}]}",0,0,0,[],moved quickly and shot a lot,Moved quickly and grabbed balls rapidly. Seems like the goal was to just move fast,Intake mechanism was extremely fast,"no climb, just shooting"
2026orwil_qm22,qm,1,22,frc5937,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,red,Gk,outpostWall5,0,0,0,9.46,"{""version"":1,""segments"":[{""start"":1773527809899,""stop"":1773527819359}]}",0.427,"{""version"":1,""segments"":[{""start"":1773527823927,""stop"":1773527824354}]}",Auto 2,0,35.155,"{""version"":1,""segments"":[{""start"":1773528166366,""stop"":1773528173245},{""start"":1773528202537,""stop"":1773528203254},{""start"":1773528203591,""stop"":1773528213133},{""start"":1773528218327,""stop"":1773528218707},{""start"":1773528229099,""stop"":1773528229548},{""start"":1773528255333,""stop"":1773528263895},{""start"":1773528266529,""stop"":1773528270771},{""start"":1773528272008,""stop"":1773528273159},{""start"":1773528278903,""stop"":1773528278932},{""start"":1773528282460,""stop"":1773528284106},{""start"":1773528286046,""stop"":1773528287604}]}",16.773,"{""version"":1,""segments"":[{""start"":1773528181491,""stop"":1773528182398},{""start"":1773528182853,""stop"":1773528186630},{""start"":1773528187492,""stop"":1773528188399},{""start"":1773528188735,""stop"":1773528190864},{""start"":1773528191269,""stop"":1773528195602},{""start"":1773528229805,""stop"":1773528230910},{""start"":1773528231266,""stop"":1773528231953},{""start"":1773528232856,""stop"":1773528233931},{""start"":1773528234534,""stop"":1773528235938},{""start"":1773528238172,""stop"":1773528238621}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],"went immediately to the middle zone, and started scoring once inside their zone","during teleop, they were shooting effectively and accurately, until the very end",,"didn't end up climbing, but still scored a lot in the goal"
2026orwil_qm22,qm,1,22,frc3636,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,blue,MV,outpostWall5,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,2.339,"{""version"":1,""segments"":[{""start"":1773528174251,""stop"":1773528176590}]}",1.456,"{""version"":1,""segments"":[{""start"":1773528247808,""stop"":1773528249264}]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",they didn't move in auto ,they collected balls but didn't really do anything ,they played good defense in the opposite zone,"they continued to play defense and randomly collect balls, they tried to climb but didn't get high enough"
2026orwil_qm22,qm,1,22,frc4662,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,blue,LH,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,,,,,,,,,,,,,,,
2026orwil_qm22,qm,1,22,frc3024,frc2990,frc1540,frc5937,frc3636,frc4662,frc3024,blue,EM,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,5.56,"{""version"":1,""segments"":[{""start"":1773528426989,""stop"":1773528432549}]}",2.563,"{""version"":1,""segments"":[{""start"":1773528424117,""stop"":1773528426680}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],nothing,"collected balls and shot with not much speed, progressively got slower as the match went on",was slowly pushing balls over the trench into alliance zone,"the robot was practically chugging along the field just barely, it seemed unable to even get enough power to shoot one ball"
2026orwil_qm23,qm,1,23,frc1425,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,red,AB,depotWall1,0,0,0,7.617,"{""version"":1,""segments"":[{""start"":1773528604022,""stop"":1773528604276},{""start"":1773528607166,""stop"":1773528607362},{""start"":1773528607445,""stop"":1773528607550},{""start"":1773528607782,""stop"":1773528608183},{""start"":1773528608264,""stop"":1773528608431},{""start"":1773528608591,""stop"":1773528611959},{""start"":1773528616427,""stop"":1773528619553}]}",2.392,"{""version"":1,""segments"":[{""start"":1773528612508,""stop"":1773528612597},{""start"":1773528612760,""stop"":1773528612846},{""start"":1773528612967,""stop"":1773528613385},{""start"":1773528613418,""stop"":1773528613518},{""start"":1773528613626,""stop"":1773528615325}]}",Auto 1,0,6.685,"{""version"":1,""segments"":[{""start"":1773528638047,""stop"":1773528638248},{""start"":1773528639763,""stop"":1773528642130},{""start"":1773528645132,""stop"":1773528646098},{""start"":1773528651945,""stop"":1773528653019},{""start"":1773528654256,""stop"":1773528654474},{""start"":1773528654624,""stop"":1773528655342},{""start"":1773528657887,""stop"":1773528657963},{""start"":1773528666053,""stop"":1773528666200},{""start"":1773528713136,""stop"":1773528714054}]}",1.942,"{""version"":1,""segments"":[{""start"":1773528634170,""stop"":1773528634239},{""start"":1773528636961,""stop"":1773528637029},{""start"":1773528637143,""stop"":1773528637562},{""start"":1773528675128,""stop"":1773528676058},{""start"":1773528730208,""stop"":1773528730664}]}",4.751,"{""version"":1,""segments"":[{""start"":1773528676467,""stop"":1773528678857},{""start"":1773528695666,""stop"":1773528696749},{""start"":1773528730805,""stop"":1773528732083}]}",0,0,0,"[""AZ""]",Scored then collected more and scored,scored a lot until apart on the hopper broke,pushed some balls into the alliance zone ,broken part prevented it from doing much
2026orwil_qm23,qm,1,23,frc2635,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,red,SH,outpost4,0,0,0,5.651,"{""version"":1,""segments"":[{""start"":1773528604375,""stop"":1773528610026}]}",0.428,"{""version"":1,""segments"":[{""start"":1773528610988,""stop"":1773528611416}]}",Auto 1,0,0.672,"{""version"":1,""segments"":[{""start"":1773528631246,""stop"":1773528631375},{""start"":1773528701592,""stop"":1773528701620},{""start"":1773528702222,""stop"":1773528702340},{""start"":1773528739320,""stop"":1773528739409},{""start"":1773528740290,""stop"":1773528740598}]}",26.2,"{""version"":1,""segments"":[{""start"":1773528637225,""stop"":1773528663425}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],barely moved and didn't shoot,just went around the hub without gathering balls and didn't shoot that much,barely did anything ,Just stayed in its spot
2026orwil_qm23,qm,1,23,frc9600,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,red,Gk,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0.586,"{""version"":1,""segments"":[{""start"":1773528627113,""stop"":1773528627699}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",didn't do anything at all in auto,"wasn't shooting much, only once, and was mainly mingling and defending in the opp zone",,"didn't climb, was depending "
2026orwil_qm23,qm,1,23,frc3574,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,blue,MV,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",6.335,"{""version"":1,""segments"":[{""start"":1773528652032,""stop"":1773528654668},{""start"":1773528665359,""stop"":1773528669058}]}",21.300000000000033,0,0,[],didn't move at all,it just drove around and didn't intake anything,same as active shift,they were beached for a while then didn't do anything else
2026orwil_qm23,qm,1,23,frc2471,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,blue,LH,depotWall1,0,0,0,7.384,"{""version"":1,""segments"":[{""start"":1773528599454,""stop"":1773528600503},{""start"":1773528601133,""stop"":1773528603147},{""start"":1773528608671,""stop"":1773528609121},{""start"":1773528609490,""stop"":1773528611540},{""start"":1773528612020,""stop"":1773528613841}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,9.937,"{""version"":1,""segments"":[{""start"":1773528624643,""stop"":1773528627409},{""start"":1773528654839,""stop"":1773528662010}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",Had a really good auto with a fast shoot rate ,Initily had a good shoot rate but then stopped shooting and switched to defense most likley due to a technical issue ,Mainly on defense most likley due to mechanical error,Spent all the time in the in the opposition zone attempting defense
2026orwil_qm23,qm,1,23,frc9438,frc1425,frc2635,frc9600,frc3574,frc2471,frc9438,blue,EM,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,1.553,"{""version"":1,""segments"":[{""start"":1773528625154,""stop"":1773528625555},{""start"":1773528625958,""stop"":1773528626947},{""start"":1773528628865,""stop"":1773528628928},{""start"":1773528629674,""stop"":1773528629738},{""start"":1773528629828,""stop"":1773528629856},{""start"":1773528629977,""stop"":1773528629985}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,10,1,"[""AZ"",""OZ""]",did nothin,shot what they started with and then quickly went to the enemy zone and played aggressive defense,fed human player and kept defending,more defense but pulled off an l1 climb yahoo!
2026orwil_qm24,qm,1,24,frc6831,frc6831,frc4043,frc2550,frc4513,frc4488,frc5970,red,AB,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0.504,"{""version"":1,""segments"":[{""start"":1773529117602,""stop"":1773529117936},{""start"":1773529121707,""stop"":1773529121877}]}",1.789,"{""version"":1,""segments"":[{""start"":1773529047838,""stop"":1773529048575},{""start"":1773529115124,""stop"":1773529116176}]}",38.808,"{""version"":1,""segments"":[{""start"":1773529048981,""stop"":1773529049755},{""start"":1773529055170,""stop"":1773529055268},{""start"":1773529056753,""stop"":1773529056828},{""start"":1773529058155,""stop"":1773529058609},{""start"":1773529058760,""stop"":1773529059679},{""start"":1773529063051,""stop"":1773529063489},{""start"":1773529063997,""stop"":1773529064482},{""start"":1773529065923,""stop"":1773529066180},{""start"":1773529067836,""stop"":1773529067973},{""start"":1773529068673,""stop"":1773529068752},{""start"":1773529069294,""stop"":1773529069439},{""start"":1773529071355,""stop"":1773529071472},{""start"":1773529086851,""stop"":1773529092793},{""start"":1773529093128,""stop"":1773529099907},{""start"":1773529100226,""stop"":1773529104377},{""start"":1773529114311,""stop"":1773529114397},{""start"":1773529127992,""stop"":1773529128607},{""start"":1773529128837,""stop"":1773529131136},{""start"":1773529132932,""stop"":1773529134715},{""start"":1773529149575,""stop"":1773529161925},{""start"":1773529163191,""stop"":1773529164016}]}",1.5000000000000002,0,0,"[""AZ""]",Didn't move ,I think I saw it score once but other than that it just spent the whole time in the other teams zone,just stayed in the other teams zone just driving around,got back to its alliance zone just before the time ran out 
2026orwil_qm24,qm,1,24,frc4043,frc6831,frc4043,frc2550,frc4513,frc4488,frc5970,red,SH,outpostWall5,0,0,0,4.862,"{""version"":1,""segments"":[{""start"":1773529018341,""stop"":1773529023203}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,39.745,"{""version"":1,""segments"":[{""start"":1773529038245,""stop"":1773529050931},{""start"":1773529065390,""stop"":1773529068125},{""start"":1773529079699,""stop"":1773529080876},{""start"":1773529095306,""stop"":1773529105946},{""start"":1773529109101,""stop"":1773529109373},{""start"":1773529113493,""stop"":1773529117587},{""start"":1773529146079,""stop"":1773529147785},{""start"":1773529150635,""stop"":1773529153879},{""start"":1773529154640,""stop"":1773529157724},{""start"":1773529161152,""stop"":1773529161259}]}",8.494,"{""version"":1,""segments"":[{""start"":1773529068445,""stop"":1773529068973},{""start"":1773529073356,""stop"":1773529078976},{""start"":1773529133647,""stop"":1773529135993}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],barely moved but shot a bit,trued to gather balls but really didn't and it shot but only a bit,did not shoot much and failed to gather much intake,just continued to shoot 
2026orwil_qm24,qm,1,24,frc2550,frc6831,frc4043,frc2550,frc4513,frc4488,frc5970,red,Gk,depotWall1,0,0,0,1.848,"{""version"":1,""segments"":[{""start"":1773529020665,""stop"":1773529020825},{""start"":1773529021071,""stop"":1773529021123},{""start"":1773529021210,""stop"":1773529021258},{""start"":1773529021349,""stop"":1773529021387},{""start"":1773529021477,""stop"":1773529021518},{""start"":1773529021617,""stop"":1773529021654},{""start"":1773529021755,""stop"":1773529021803},{""start"":1773529021884,""stop"":1773529021932},{""start"":1773529022033,""stop"":1773529022071},{""start"":1773529022171,""stop"":1773529022210},{""start"":1773529022290,""stop"":1773529022348},{""start"":1773529022428,""stop"":1773529022470},{""start"":1773529022547,""stop"":1773529022606},{""start"":1773529022667,""stop"":1773529022715},{""start"":1773529023112,""stop"":1773529024204}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,2.353,"{""version"":1,""segments"":[{""start"":1773529052121,""stop"":1773529052647},{""start"":1773529056104,""stop"":1773529056343},{""start"":1773529061714,""stop"":1773529061762},{""start"":1773529063239,""stop"":1773529063330},{""start"":1773529097845,""stop"":1773529098381},{""start"":1773529101897,""stop"":1773529101995},{""start"":1773529151139,""stop"":1773529151745},{""start"":1773529152437,""stop"":1773529152646}]}",0.952,"{""version"":1,""segments"":[{""start"":1773529050199,""stop"":1773529051151}]}",0,"{""version"":1,""segments"":[]}",1.2,0,0,"[""NZ""]","didn't do much in auto, mainly collected fuel","tried to score, only could shoot one fuel at a time ",,"Attempted to score , but failed"
