key,comp_level,set_number,match_number,team_key,r1,r2,r3,b1,b2,b3,alliance,scout_Init,a_startPos,a_hit,a_Climb,a_sideClimb,a_scoringTime,a_scoringTime_segments,a_ferryTime,a_ferryTime_segments,a_planner,time_broken,t_scoringTime,t_scoringTime_segments,t_NZferryTime,t_NZferryTime_segments,t_OZferryTime,t_OZferryTime_segments,time_beached,end_Climb,end_sideClimb,t_Defense,a_Notes,active_Notes,inactive_Notes,end_Notes
2026orwil_qm30,qm,1,30,frc5975,frc2471,frc10444,frc6343,frc1595,frc5975,frc1540,blue,np,outpost4,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",didn't move at all,barely moved,played lackluster defense,stayed frozen
2026orwil_qm30,qm,1,30,frc1540,frc2471,frc10444,frc6343,frc1595,frc5975,frc1540,blue,em,depotWall1,0,0,0,6.862,"{""version"":1,""segments"":[{""start"":1773531978752,""stop"":1773531982454},{""start"":1773531989943,""stop"":1773531993103}]}",0,"{""version"":1,""segments"":[]}",,0,41.105,"{""version"":1,""segments"":[{""start"":1773532002949,""stop"":1773532005261},{""start"":1773532005921,""stop"":1773532007571},{""start"":1773532009115,""stop"":1773532009336},{""start"":1773532018431,""stop"":1773532019866},{""start"":1773532036773,""stop"":1773532040392},{""start"":1773532042087,""stop"":1773532042157},{""start"":1773532042440,""stop"":1773532042517},{""start"":1773532042945,""stop"":1773532043016},{""start"":1773532043336,""stop"":1773532043408},{""start"":1773532043587,""stop"":1773532043636},{""start"":1773532043745,""stop"":1773532043785},{""start"":1773532043896,""stop"":1773532043926},{""start"":1773532044015,""stop"":1773532044046},{""start"":1773532044156,""stop"":1773532044213},{""start"":1773532044506,""stop"":1773532044566},{""start"":1773532044846,""stop"":1773532044916},{""start"":1773532045097,""stop"":1773532045144},{""start"":1773532045338,""stop"":1773532045389},{""start"":1773532045525,""stop"":1773532045645},{""start"":1773532045911,""stop"":1773532045994},{""start"":1773532046210,""stop"":1773532046311},{""start"":1773532046486,""stop"":1773532046525},{""start"":1773532046700,""stop"":1773532046710},{""start"":1773532046810,""stop"":1773532046841},{""start"":1773532046991,""stop"":1773532047020},{""start"":1773532047156,""stop"":1773532047183},{""start"":1773532047303,""stop"":1773532047334},{""start"":1773532047465,""stop"":1773532047518},{""start"":1773532047701,""stop"":1773532047764},{""start"":1773532047949,""stop"":1773532048008},{""start"":1773532048186,""stop"":1773532048254},{""start"":1773532048426,""stop"":1773532048504},{""start"":1773532049350,""stop"":1773532049399},{""start"":1773532049651,""stop"":1773532049719},{""start"":1773532050519,""stop"":1773532050570},{""start"":1773532050762,""stop"":1773532050853},{""start"":1773532051021,""stop"":1773532051150},{""start"":1773532051222,""stop"":1773532051311},{""start"":1773532051602,""stop"":1773532051682},{""start"":1773532052212,""stop"":1773532052264},{""start"":1773532052498,""stop"":1773532052566},{""start"":1773532052674,""stop"":1773532052705},{""start"":1773532052826,""stop"":1773532052867},{""start"":1773532052984,""stop"":1773532053005},{""start"":1773532053135,""stop"":1773532053185},{""start"":1773532053304,""stop"":1773532053333},{""start"":1773532053464,""stop"":1773532053502},{""start"":1773532053685,""stop"":1773532053745},{""start"":1773532053914,""stop"":1773532053983},{""start"":1773532054153,""stop"":1773532054243},{""start"":1773532054272,""stop"":1773532054308},{""start"":1773532054381,""stop"":1773532054459},{""start"":1773532054498,""stop"":1773532054509},{""start"":1773532054580,""stop"":1773532054649},{""start"":1773532054668,""stop"":1773532054678},{""start"":1773532054773,""stop"":1773532054804},{""start"":1773532054952,""stop"":1773532054974},{""start"":1773532055033,""stop"":1773532055122},{""start"":1773532055141,""stop"":1773532055172},{""start"":1773532055272,""stop"":1773532055431},{""start"":1773532055483,""stop"":1773532055512},{""start"":1773532055611,""stop"":1773532055681},{""start"":1773532055757,""stop"":1773532055817},{""start"":1773532055914,""stop"":1773532055973},{""start"":1773532056057,""stop"":1773532056137},{""start"":1773532056169,""stop"":1773532056199},{""start"":1773532056299,""stop"":1773532056369},{""start"":1773532056432,""stop"":1773532056479},{""start"":1773532056590,""stop"":1773532056647},{""start"":1773532056697,""stop"":1773532056746},{""start"":1773532056837,""stop"":1773532056898},{""start"":1773532056935,""stop"":1773532056986},{""start"":1773532057055,""stop"":1773532057128},{""start"":1773532057227,""stop"":1773532057263},{""start"":1773532057370,""stop"":1773532057440},{""start"":1773532057480,""stop"":1773532057520},{""start"":1773532057617,""stop"":1773532057697},{""start"":1773532057718,""stop"":1773532057778},{""start"":1773532057881,""stop"":1773532057909},{""start"":1773532058039,""stop"":1773532058099},{""start"":1773532058169,""stop"":1773532058231},{""start"":1773532058260,""stop"":1773532058300},{""start"":1773532058358,""stop"":1773532058429},{""start"":1773532058449,""stop"":1773532058457},{""start"":1773532058594,""stop"":1773532058624},{""start"":1773532058723,""stop"":1773532058763},{""start"":1773532058844,""stop"":1773532058882},{""start"":1773532058903,""stop"":1773532058944},{""start"":1773532059023,""stop"":1773532059117},{""start"":1773532059136,""stop"":1773532059156},{""start"":1773532065553,""stop"":1773532065645},{""start"":1773532065913,""stop"":1773532066036},{""start"":1773532084109,""stop"":1773532084230},{""start"":1773532084496,""stop"":1773532084627},{""start"":1773532084841,""stop"":1773532084931},{""start"":1773532085092,""stop"":1773532085168},{""start"":1773532085359,""stop"":1773532088346},{""start"":1773532088755,""stop"":1773532088906},{""start"":1773532089139,""stop"":1773532089286},{""start"":1773532089526,""stop"":1773532089617},{""start"":1773532089843,""stop"":1773532091129},{""start"":1773532091946,""stop"":1773532092436},{""start"":1773532092636,""stop"":1773532093272},{""start"":1773532093939,""stop"":1773532094642},{""start"":1773532094823,""stop"":1773532094995},{""start"":1773532095161,""stop"":1773532095383},{""start"":1773532095570,""stop"":1773532095817},{""start"":1773532096176,""stop"":1773532096297},{""start"":1773532097296,""stop"":1773532102376},{""start"":1773532102984,""stop"":1773532107447},{""start"":1773532108654,""stop"":1773532109519},{""start"":1773532110807,""stop"":1773532110869},{""start"":1773532111580,""stop"":1773532111700},{""start"":1773532111963,""stop"":1773532112061},{""start"":1773532122387,""stop"":1773532123610},{""start"":1773532123991,""stop"":1773532124101},{""start"":1773532124292,""stop"":1773532124360},{""start"":1773532124542,""stop"":1773532124670},{""start"":1773532124822,""stop"":1773532124939},{""start"":1773532125105,""stop"":1773532125386},{""start"":1773532125584,""stop"":1773532127420},{""start"":1773532127699,""stop"":1773532128576},{""start"":1773532130932,""stop"":1773532131311},{""start"":1773532131513,""stop"":1773532131884},{""start"":1773532132296,""stop"":1773532132813},{""start"":1773532133116,""stop"":1773532133187},{""start"":1773532133329,""stop"":1773532133497},{""start"":1773532134198,""stop"":1773532134359},{""start"":1773532134609,""stop"":1773532134718},{""start"":1773532135665,""stop"":1773532136454},{""start"":1773532136966,""stop"":1773532137546},{""start"":1773532141337,""stop"":1773532142133}]}",19.755,"{""version"":1,""segments"":[{""start"":1773532010643,""stop"":1773532013293},{""start"":1773532013756,""stop"":1773532018014},{""start"":1773532021910,""stop"":1773532023647},{""start"":1773532024014,""stop"":1773532024905},{""start"":1773532025073,""stop"":1773532026768},{""start"":1773532032175,""stop"":1773532032196},{""start"":1773532032672,""stop"":1773532036553},{""start"":1773532051947,""stop"":1773532052034},{""start"":1773532059564,""stop"":1773532059625},{""start"":1773532059887,""stop"":1773532059948},{""start"":1773532060236,""stop"":1773532060302},{""start"":1773532060422,""stop"":1773532060441},{""start"":1773532060541,""stop"":1773532060583},{""start"":1773532060693,""stop"":1773532060722},{""start"":1773532060824,""stop"":1773532060873},{""start"":1773532060966,""stop"":1773532061016},{""start"":1773532061043,""stop"":1773532061054},{""start"":1773532061172,""stop"":1773532061221},{""start"":1773532061270,""stop"":1773532061290},{""start"":1773532061452,""stop"":1773532061471},{""start"":1773532061657,""stop"":1773532061661},{""start"":1773532061784,""stop"":1773532061787},{""start"":1773532061899,""stop"":1773532061902},{""start"":1773532062021,""stop"":1773532062027},{""start"":1773532062110,""stop"":1773532062150},{""start"":1773532062261,""stop"":1773532062298},{""start"":1773532062330,""stop"":1773532062360},{""start"":1773532062552,""stop"":1773532062625},{""start"":1773532062714,""stop"":1773532062783},{""start"":1773532062866,""stop"":1773532062914},{""start"":1773532063004,""stop"":1773532063075},{""start"":1773532063123,""stop"":1773532063173},{""start"":1773532063275,""stop"":1773532063312},{""start"":1773532063353,""stop"":1773532063411},{""start"":1773532063514,""stop"":1773532063575},{""start"":1773532063702,""stop"":1773532063738},{""start"":1773532063856,""stop"":1773532063876},{""start"":1773532064018,""stop"":1773532064049},{""start"":1773532064214,""stop"":1773532064244},{""start"":1773532064395,""stop"":1773532064433},{""start"":1773532064565,""stop"":1773532064622},{""start"":1773532064683,""stop"":1773532064732},{""start"":1773532064822,""stop"":1773532064891},{""start"":1773532064920,""stop"":1773532065010},{""start"":1773532065049,""stop"":1773532065127},{""start"":1773532065266,""stop"":1773532065339},{""start"":1773532066257,""stop"":1773532066346},{""start"":1773532066506,""stop"":1773532066574},{""start"":1773532066745,""stop"":1773532066846},{""start"":1773532067158,""stop"":1773532067210},{""start"":1773532067320,""stop"":1773532067402},{""start"":1773532067665,""stop"":1773532067744},{""start"":1773532067944,""stop"":1773532068005},{""start"":1773532068216,""stop"":1773532068259},{""start"":1773532068416,""stop"":1773532068467},{""start"":1773532068784,""stop"":1773532068856},{""start"":1773532069128,""stop"":1773532069178},{""start"":1773532069417,""stop"":1773532069465},{""start"":1773532069666,""stop"":1773532069735},{""start"":1773532070052,""stop"":1773532070110},{""start"":1773532070230,""stop"":1773532070310},{""start"":1773532070561,""stop"":1773532070619},{""start"":1773532070780,""stop"":1773532070860},{""start"":1773532071061,""stop"":1773532071094},{""start"":1773532071702,""stop"":1773532071725},{""start"":1773532071992,""stop"":1773532072023},{""start"":1773532072205,""stop"":1773532072232},{""start"":1773532072454,""stop"":1773532072461},{""start"":1773532072854,""stop"":1773532072896},{""start"":1773532073029,""stop"":1773532073067},{""start"":1773532073418,""stop"":1773532073478},{""start"":1773532073672,""stop"":1773532073744},{""start"":1773532073938,""stop"":1773532073990},{""start"":1773532074121,""stop"":1773532074209},{""start"":1773532074458,""stop"":1773532074540},{""start"":1773532074834,""stop"":1773532074883},{""start"":1773532075097,""stop"":1773532075157},{""start"":1773532075366,""stop"":1773532075426},{""start"":1773532075765,""stop"":1773532075795},{""start"":1773532075946,""stop"":1773532076005},{""start"":1773532076275,""stop"":1773532076336},{""start"":1773532076531,""stop"":1773532076580},{""start"":1773532076779,""stop"":1773532076807},{""start"":1773532077018,""stop"":1773532077024},{""start"":1773532077317,""stop"":1773532077354},{""start"":1773532077676,""stop"":1773532077704},{""start"":1773532078074,""stop"":1773532078113},{""start"":1773532078401,""stop"":1773532078454},{""start"":1773532083714,""stop"":1773532083894},{""start"":1773532116624,""stop"":1773532116715},{""start"":1773532116975,""stop"":1773532117067},{""start"":1773532117356,""stop"":1773532117420},{""start"":1773532117684,""stop"":1773532117773},{""start"":1773532118009,""stop"":1773532118115},{""start"":1773532118364,""stop"":1773532118385}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],"Pretty good auto, shot its hopper after collecting from neuteal","demonic active shift where they spend most of it shooting, honestly most of the entire match theg were shooting","Ferrying and nonstop shooting while ferrying, like holy cow, they even just went to red hub and took the balls they were scoring before they even hit the grouns",just collecting and shooting insanely fast and efficiently
2026orwil_qm31,qm,1,31,frc6696,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,red,AW,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,39.208,"{""version"":1,""segments"":[{""start"":1773532653537,""stop"":1773532654371},{""start"":1773532677582,""stop"":1773532681516},{""start"":1773532683369,""stop"":1773532686951},{""start"":1773532689874,""stop"":1773532692669},{""start"":1773532695799,""stop"":1773532698794},{""start"":1773532700555,""stop"":1773532704372},{""start"":1773532728634,""stop"":1773532732709},{""start"":1773532735856,""stop"":1773532739321},{""start"":1773532742552,""stop"":1773532745687},{""start"":1773532749096,""stop"":1773532751050},{""start"":1773532752446,""stop"":1773532753531},{""start"":1773532767169,""stop"":1773532771744},{""start"":1773532776071,""stop"":1773532777956},{""start"":1773532783085,""stop"":1773532784162}]}",0,"{""version"":1,""segments"":[]}",12.892,"{""version"":1,""segments"":[{""start"":1773532656266,""stop"":1773532657143},{""start"":1773532659017,""stop"":1773532659301},{""start"":1773532660408,""stop"":1773532660715},{""start"":1773532661662,""stop"":1773532664367},{""start"":1773532667099,""stop"":1773532669404},{""start"":1773532708480,""stop"":1773532710463},{""start"":1773532714773,""stop"":1773532717618},{""start"":1773532759388,""stop"":1773532760974}]}",0,0,0,[],Did not move the whole time,"Shot fast with good accuracy
Can shoot from further away","ferried balls over using shooter
Quick shooting
Can shoot long distances","shot more balls quickly, good accuracy"
2026orwil_qm31,qm,1,31,frc1425,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,red,AE,outpostWall5,0,0,0,7.843,"{""version"":1,""segments"":[{""start"":1773532623574,""stop"":1773532623595},{""start"":1773532623865,""stop"":1773532629139},{""start"":1773532635684,""stop"":1773532638232}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,35.56,"{""version"":1,""segments"":[{""start"":1773532647456,""stop"":1773532650723},{""start"":1773532676866,""stop"":1773532680621},{""start"":1773532689479,""stop"":1773532692136},{""start"":1773532700829,""stop"":1773532702809},{""start"":1773532727436,""stop"":1773532730243},{""start"":1773532736042,""stop"":1773532738340},{""start"":1773532741656,""stop"":1773532743354},{""start"":1773532746248,""stop"":1773532750264},{""start"":1773532757249,""stop"":1773532759839},{""start"":1773532765130,""stop"":1773532770016},{""start"":1773532775744,""stop"":1773532779860},{""start"":1773532780999,""stop"":1773532782489}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],went well,shot fast and got fuel from alliance zone when out,scooped up fuel from neutral,scored lots in the final seconds
2026orwil_qm31,qm,1,31,frc2898,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,red,HD,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""NZ"",""OZ"",""bumpTrench""]",no auto,"focused on ferrying manual, just pushing the balls around",were effective on defense made it hard for the opposing alliance to collect and shoot,no climb
2026orwil_qm31,qm,1,31,frc5970,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,blue,SK,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0.302,"{""version"":1,""segments"":[{""start"":1773532656638,""stop"":1773532656855},{""start"":1773532657257,""stop"":1773532657296},{""start"":1773532678276,""stop"":1773532678322}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""NZ""]",didn't move,tried to line themselves with he climber to shoot but shot nothing ,Went to go get more fuel from the neutral area,"Did nothing, but tried to climb."
2026orwil_qm31,qm,1,31,frc9613,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,blue,NP,noShow,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,,,,NO SHOW,NO SHOW,NO SHOW,NO SHOW
2026orwil_qm31,qm,1,31,frc2990,frc6696,frc1425,frc2898,frc5970,frc9613,frc2990,blue,AH,outpostWall5,0,0,0,6.164,"{""version"":1,""segments"":[{""start"":1773532627107,""stop"":1773532633271}]}",0,"{""version"":1,""segments"":[]}",,0,42.425,"{""version"":1,""segments"":[{""start"":1773532656879,""stop"":1773532664712},{""start"":1773532665225,""stop"":1773532674449},{""start"":1773532705160,""stop"":1773532705201},{""start"":1773532705261,""stop"":1773532711093},{""start"":1773532711499,""stop"":1773532714079},{""start"":1773532722442,""stop"":1773532725927},{""start"":1773532726350,""stop"":1773532727540},{""start"":1773532758080,""stop"":1773532761978},{""start"":1773532763185,""stop"":1773532764926},{""start"":1773532765567,""stop"":1773532766601},{""start"":1773532767727,""stop"":1773532768367},{""start"":1773532768958,""stop"":1773532769863},{""start"":1773532778188,""stop"":1773532780162},{""start"":1773532780400,""stop"":1773532782448}]}",0,"{""version"":1,""segments"":[]}",3.077,"{""version"":1,""segments"":[{""start"":1773532691313,""stop"":1773532694168},{""start"":1773532695126,""stop"":1773532695180},{""start"":1773532695483,""stop"":1773532695552},{""start"":1773532695851,""stop"":1773532695901},{""start"":1773532696275,""stop"":1773532696324}]}",0,0,0,[],One swipe & shoot,Shooting in blue hub,Ferrying with intake,Shooting :)
2026orwil_qm32,qm,1,32,frc6831,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,red,AW,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,4.676,"{""version"":1,""segments"":[{""start"":1773533024398,""stop"":1773533024935},{""start"":1773533026737,""stop"":1773533027275},{""start"":1773533027841,""stop"":1773533028462},{""start"":1773533085842,""stop"":1773533086127},{""start"":1773533086944,""stop"":1773533087450},{""start"":1773533087898,""stop"":1773533088261},{""start"":1773533089126,""stop"":1773533089372},{""start"":1773533089880,""stop"":1773533090430},{""start"":1773533096359,""stop"":1773533096483},{""start"":1773533097112,""stop"":1773533097323},{""start"":1773533148888,""stop"":1773533149298},{""start"":1773533149853,""stop"":1773533150138}]}",2.046,"{""version"":1,""segments"":[{""start"":1773533049545,""stop"":1773533050062},{""start"":1773533053751,""stop"":1773533055095},{""start"":1773533055963,""stop"":1773533056148}]}",2.175,"{""version"":1,""segments"":[{""start"":1773533076536,""stop"":1773533077001},{""start"":1773533128392,""stop"":1773533129028},{""start"":1773533134335,""stop"":1773533135409}]}",0,0,0,[],Did not move,"Shot very few balls (~5)
Not the best accuracy, sometimes didn't shoot far enough
Shooting was very slow
Moved a bit slow","pushed balls to alliance side (did not use shooter, I made a mistake)
Ferried with intake a little bit","did not shoot balls
Pushes some balls to alliance zone"
2026orwil_qm32,qm,1,32,frc3663,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,red,AE,depotWall1,0,0,0,1.897,"{""version"":1,""segments"":[{""start"":1773533005721,""stop"":1773533007618}]}",0,"{""version"":1,""segments"":[]}",Auto 2,17.59999999999998,9.637,"{""version"":1,""segments"":[{""start"":1773533037860,""stop"":1773533040497},{""start"":1773533051956,""stop"":1773533052596},{""start"":1773533053255,""stop"":1773533054453},{""start"":1773533087792,""stop"":1773533089681},{""start"":1773533097134,""stop"":1773533099071},{""start"":1773533104945,""stop"":1773533106281}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0.7999999999999999,0,0,"[""OZ""]","auto went well, no issues",shooter worked well but wasn't super fast,played defense in opposite alliance zone,stopped moving
2026orwil_qm32,qm,1,32,frc9600,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,red,HD,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,13.299999999999969,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",9.299999999999983,0,0,"[""NZ"",""OZ""]",no auto,manually ferried because shooter and intake were not working,"focused on defense, put good interfering pressure in the other alliences zone",no climb
2026orwil_qm32,qm,1,32,frc4662,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,blue,SK,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""NZ"",""OZ""]",Did not shoot,went to play defense,Played defense,played defense on the opposite alliance
2026orwil_qm32,qm,1,32,frc847,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,blue,NP,depotWall1,0,0,0,1.093,"{""version"":1,""segments"":[{""start"":1773533016540,""stop"":1773533017633}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,6.04,"{""version"":1,""segments"":[{""start"":1773533082607,""stop"":1773533083360},{""start"":1773533084378,""stop"":1773533084704},{""start"":1773533104476,""stop"":1773533107472},{""start"":1773533108688,""stop"":1773533109525},{""start"":1773533110400,""stop"":1773533110468},{""start"":1773533110779,""stop"":1773533110836},{""start"":1773533111227,""stop"":1773533111286},{""start"":1773533130736,""stop"":1773533131161},{""start"":1773533132233,""stop"":1773533132752}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],MOVED TO SHOOT POSITION AND SHOT FOR A SHORT PERIOD OF TIME,WERE MEDIOCRE AT BEST IN SHOOTING AND DECENT AT PUSHING FUEL,THEY TRANSFERRED FUEL FROM THE OPPOSING ZONE INTO THEIRS,
2026orwil_qm32,qm,1,32,frc2374,frc6831,frc3663,frc9600,frc4662,frc847,frc2374,blue,,depotWall1,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm33,qm,1,33,frc10444,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,red,AW,depotWall1,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],,,,
2026orwil_qm33,qm,1,33,frc1540,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,red,AE,depotWall1,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm33,qm,1,33,frc3673,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,red,,depot2,0,0,0,18.529,"{""version"":1,""segments"":[{""start"":1773534026962,""stop"":1773534045491}]}",0,"{""version"":1,""segments"":[]}",,0,3.646,"{""version"":1,""segments"":[{""start"":1773534053032,""stop"":1773534056678}]}",9.071,"{""version"":1,""segments"":[{""start"":1773534083691,""stop"":1773534092762}]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],during there auto ,,,
2026orwil_qm33,qm,1,33,frc5975,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,blue,SK,depotWall1,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm33,qm,1,33,frc4043,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,blue,NP,depotWall1,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm33,qm,1,33,frc4513,frc10444,frc1540,frc3673,frc5975,frc4043,frc4513,blue,,,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm34,qm,1,34,frc5970,frc5970,frc2471,frc2915,frc6343,frc1595,frc3636,red,AW,outpost4,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",13.899999999999967,0,0,"[""NZ"",""AZ""]",Didn't move,"beached on bump for a while
Only pushed balls to alliance side
Moves fast","Pushed balls to alliance side
Good Defense against opp alliance",Only played defense against opp alliance
2026orwil_qm34,qm,1,34,frc2471,frc5970,frc2471,frc2915,frc6343,frc1595,frc3636,red,AE,depotWall1,0,0,0,7.345,"{""version"":1,""segments"":[{""start"":1773534544062,""stop"":1773534546928},{""start"":1773534553748,""stop"":1773534558227}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,11.857,"{""version"":1,""segments"":[{""start"":1773534608143,""stop"":1773534610571},{""start"":1773534615381,""stop"":1773534617789},{""start"":1773534649467,""stop"":1773534650304},{""start"":1773534653777,""stop"":1773534654887},{""start"":1773534655226,""stop"":1773534656984},{""start"":1773534660188,""stop"":1773534662155},{""start"":1773534663206,""stop"":1773534663491},{""start"":1773534686842,""stop"":1773534687089},{""start"":1773534687871,""stop"":1773534688688}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],Went well,"got defended a lot, but the shooter was fast when they could score",they collected fuel in the neutral zone while getting shoved around by other robots,They shot lots of fuel
2026orwil_qm34,qm,1,34,frc2915,frc5970,frc2471,frc2915,frc6343,frc1595,frc3636,red,HD,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,4.899999999999999,4.374,"{""version"":1,""segments"":[{""start"":1773534576986,""stop"":1773534577123},{""start"":1773534578599,""stop"":1773534578818},{""start"":1773534579218,""stop"":1773534579362},{""start"":1773534583117,""stop"":1773534583276},{""start"":1773534602929,""stop"":1773534603397},{""start"":1773534603893,""stop"":1773534605471},{""start"":1773534605746,""stop"":1773534605878},{""start"":1773534606490,""stop"":1773534606572},{""start"":1773534607096,""stop"":1773534607255},{""start"":1773534607290,""stop"":1773534607407},{""start"":1773534608067,""stop"":1773534608137},{""start"":1773534608584,""stop"":1773534608666},{""start"":1773534608880,""stop"":1773534608970},{""start"":1773534609232,""stop"":1773534609328},{""start"":1773534643635,""stop"":1773534643780},{""start"":1773534644358,""stop"":1773534645054}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,10,1,[],no auto,"intake was not working well, could shoot but very slowly",did no do much defense,attempted a level 1 climb took 30 seconds to climb
2026orwil_qm34,qm,1,34,frc6343,frc5970,frc2471,frc2915,frc6343,frc1595,frc3636,blue,AH,outpostWall5,0,0,0,1.234,"{""version"":1,""segments"":[{""start"":1773534550932,""stop"":1773534551803},{""start"":1773534558661,""stop"":1773534558942},{""start"":1773534560033,""stop"":1773534560115}]}",0,"{""version"":1,""segments"":[]}",,0,18.37,"{""version"":1,""segments"":[{""start"":1773534634386,""stop"":1773534636393},{""start"":1773534646358,""stop"":1773534648445},{""start"":1773534675832,""stop"":1773534682207},{""start"":1773534689476,""stop"":1773534693300},{""start"":1773534699236,""stop"":1773534703313}]}",0,"{""version"":1,""segments"":[]}",1.034,"{""version"":1,""segments"":[{""start"":1773534672130,""stop"":1773534672418},{""start"":1773534672877,""stop"":1773534673526},{""start"":1773534673809,""stop"":1773534673827},{""start"":1773534674176,""stop"":1773534674229},{""start"":1773534674767,""stop"":1773534674793}]}",0,0,0,[],They shot a few and swiped the neutral zone.,Shooting in the hub.,Ferried fuel through pushing.,Shooting into an active hub.
2026orwil_qm34,qm,1,34,frc1595,frc5970,frc2471,frc2915,frc6343,frc1595,frc3636,blue,NP,depotWall1,0,0,0,8.294,"{""version"":1,""segments"":[{""start"":1773534547662,""stop"":1773534555956}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,30.401,"{""version"":1,""segments"":[{""start"":1773534580689,""stop"":1773534586004},{""start"":1773534586969,""stop"":1773534587832},{""start"":1773534620035,""stop"":1773534624596},{""start"":1773534625037,""stop"":1773534630090},{""start"":1773534669740,""stop"":1773534680842},{""start"":1773534697724,""stop"":1773534700514},{""start"":1773534701538,""stop"":1773534702255}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],DECENT AUTO WITH  A SUBSTANTIAL AMOUNT OF FUEL SCORED,GREAT AT SCORING FUEL,SWEPT FUEL into their zone,kept scoring
